keystroke_rate,avg_key_gap,cpu_usage,memory_usage,process_count,window_switches,label
0.0,0.0,10.5,41.6,215,4,0
0.0,0.0,17.2,42.0,215,4,0
0.0,0.0,21.8,41.7,215,4,0
0.0,0.0,9.3,41.9,215,4,0
0.0,0.0,15.5,42.0,215,4,0
0.0,0.0,14.0,42.0,216,4,0
0.0,0.0,12.4,42.1,216,4,0
0.0,0.0,12.1,42.0,211,4,0
0.0,0.0,14.3,42.0,211,4,0
0.0,0.0,14.0,42.0,211,4,0
0.0,0.0,11.8,42.1,211,4,0
0.0,0.0,16.3,42.0,211,4,0
0.0,0.0,14.6,42.1,211,4,0
0.0,0.0,8.6,42.1,211,4,0
0.0,0.0,16.0,42.1,211,4,0
0.0,0.0,14.5,42.1,211,4,0
0.0,0.0,12.5,42.2,215,4,0
0.19981829953326705,0.0,14.4,41.9,211,4,0
0.0,0.0,15.1,42.0,215,4,0
0.0,0.0,14.7,41.9,216,4,0
0.19978288403939523,0.0,13.0,42.2,215,4,0
0.19981552941965608,0.0,17.5,42.3,215,4,0
0.0,0.0,16.0,42.4,215,4,0
0.19973837788095417,0.0,13.4,42.6,215,4,0
0.0,0.0,14.6,42.2,216,4,0
0.0,0.0,18.1,42.1,215,4,0
0.0,0.0,10.3,41.9,211,4,0
0.0,0.0,15.7,42.1,216,4,0
0.0,0.0,13.9,42.3,212,4,0
0.0,0.0,13.2,42.5,213,4,0
0.0,0.0,11.5,42.1,213,4,0
0.0,0.0,16.3,42.1,212,4,0
0.0,0.0,16.0,42.1,212,4,0
0.0,0.0,8.5,42.2,212,4,0
0.0,0.0,15.4,42.2,212,4,0
0.19983170377959464,0.0,16.9,42.4,213,4,0
0.19981148385907957,0.0,27.8,42.4,213,4,0
0.39943873116826695,1.48014497756958,15.9,42.3,217,4,0
0.3996343905726658,1.151900053024292,17.7,42.1,213,4,0
0.19981972745688037,0.0,15.6,42.4,217,4,0
0.39961396316148334,1.3760664463043213,12.1,42.4,217,4,0
0.19974076537361435,0.0,16.5,42.4,216,4,0
0.799242622916926,1.3653008937835693,19.5,42.5,215,4,0
0.5994377070153996,1.8319826126098633,12.4,42.6,216,4,0
0.0,0.0,39.5,40.1,219,5,0
0.0,0.0,34.5,40.4,220,6,0
